Date,Product Name,Quantity,Unit Cost
1/20/2025,500ML STRAWBERRY,72,59
1/20/2025,5L STRAWBERRY,12,450
1/21/2025,100ML VANILLA,168,13
1/21/2025,250ML VANILLA,109,30
1/21/2025,500ML VANILLA,74,59
1/21/2025,100ML STRAWBERRY,140,13
1/21/2025,250ML STRAWBERRY,88,30
1/21/2025,500ML STRAWBERRY,62,59
1/21/2025,5L STRAWBERRY,13,450
1/22/2025,100ML VANILLA,124,13
1/22/2025,250ML VANILLA,84,30
1/22/2025,500ML VANILLA,64,59
1/22/2025,100ML STRAWBERRY,99,13
1/22/2025,250ML STRAWBERRY,62,30
1/22/2025,500ML STRAWBERRY,48,59
1/22/2025,5L STRAWBERRY,8,450
1/23/2025,100ML VANILLA,111,13
1/23/2025,250ML VANILLA,99,30
1/23/2025,500ML VANILLA,60,59
1/23/2025,100ML STRAWBERRY,104,13
1/23/2025,250ML STRAWBERRY,74,30
1/23/2025,500ML STRAWBERRY,57,59
1/23/2025,5L STRAWBERRY,8,450
1/24/2025,100ML VANILLA,136,13
1/24/2025,250ML VANILLA,75,30
1/24/2025,500ML VANILLA,61,59
1/24/2025,100ML STRAWBERRY,107,13
1/24/2025,250ML STRAWBERRY,73,30
1/24/2025,500ML STRAWBERRY,53,59
1/24/2025,5L STRAWBERRY,10,450
1/25/2025,100ML VANILLA,135,13
1/25/2025,250ML VANILLA,81,30
1/25/2025,500ML VANILLA,67,59
1/25/2025,100ML STRAWBERRY,104,13
1/25/2025,250ML STRAWBERRY,71,30
1/25/2025,500ML STRAWBERRY,54,59
1/25/2025,5L STRAWBERRY,9,450
1/26/2025,100ML VANILLA,114,13
1/26/2025,250ML VANILLA,86,30
1/26/2025,500ML VANILLA,71,59
1/26/2025,100ML STRAWBERRY,118,13
1/26/2025,250ML STRAWBERRY,73,30
1/26/2025,500ML STRAWBERRY,48,59
1/26/2025,5L STRAWBERRY,7,450
1/27/2025,100ML VANILLA,145,13
1/27/2025,250ML VANILLA,134,30
1/27/2025,500ML VANILLA,84,59
1/27/2025,100ML STRAWBERRY,118,13
1/27/2025,250ML STRAWBERRY,93,30
1/27/2025,500ML STRAWBERRY,70,59
1/27/2025,5L STRAWBERRY,12,450
1/28/2025,100ML VANILLA,169,13
1/28/2025,250ML VANILLA,125,30
1/28/2025,500ML VANILLA,87,59
1/28/2025,100ML STRAWBERRY,142,13
1/28/2025,250ML STRAWBERRY,111,30
1/28/2025,500ML STRAWBERRY,66,59
1/28/2025,5L STRAWBERRY,11,450
1/29/2025,100ML VANILLA,130,13
1/29/2025,250ML VANILLA,78,30
1/29/2025,500ML VANILLA,55,59
1/29/2025,100ML STRAWBERRY,94,13
1/29/2025,250ML STRAWBERRY,70,30
1/29/2025,150ML STRAWBERRY,70,20.7
1/29/2025,500ML STRAWBERRY,46,59
1/29/2025,5L STRAWBERRY,9,450
1/30/2025,100ML VANILLA,125,13
1/30/2025,250ML VANILLA,80,30
1/30/2025,500ML VANILLA,67,59
1/30/2025,100ML STRAWBERRY,91,13
1/30/2025,250ML STRAWBERRY,66,30
1/30/2025,500ML STRAWBERRY,46,59
1/30/2025,5L STRAWBERRY,7,450
1/31/2025,100ML VANILLA,110,13
1/31/2025,250ML VANILLA,92,30
1/31/2025,500ML VANILLA,54,59
1/31/2025,100ML STRAWBERRY,109,13
1/31/2025,250ML STRAWBERRY,65,30
1/31/2025,500ML STRAWBERRY,59,59
1/31/2025,5L STRAWBERRY,7,450
2/1/2025,100ML VANILLA,128,13
2/1/2025,250ML VANILLA,96,30
2/1/2025,500ML VANILLA,65,59
2/1/2025,100ML STRAWBERRY,111,13
2/1/2025,250ML STRAWBERRY,72,30
2/1/2025,500ML STRAWBERRY,48,59
2/1/2025,5L STRAWBERRY,7,450
2/2/2025,100ML VANILLA,139,13
2/2/2025,250ML VANILLA,85,30
2/2/2025,500ML VANILLA,56,59
2/2/2025,100ML STRAWBERRY,105,13
2/2/2025,250ML STRAWBERRY,80,30
2/2/2025,500ML STRAWBERRY,47,59
2/2/2025,5L STRAWBERRY,7,450
2/3/2025,100ML VANILLA,181,13
2/3/2025,150ML VANILLA,130,20.7
2/3/2025,500ML VANILLA,85,59
2/3/2025,100ML STRAWBERRY,123,13
2/3/2025,250ML STRAWBERRY,90,30
2/3/2025,500ML STRAWBERRY,77,59
2/3/2025,5L STRAWBERRY,12,450
2/4/2025,100ML VANILLA,182,13
2/4/2025,250ML VANILLA,104,30
2/4/2025,500ML VANILLA,83,59
2/4/2025,100ML STRAWBERRY,155,13
2/4/2025,250ML STRAWBERRY,110,30
2/4/2025,500ML STRAWBERRY,64,59
2/4/2025,5L STRAWBERRY,12,450
2/5/2025,100ML VANILLA,107,13
2/5/2025,250ML VANILLA,93,30
2/5/2025,500ML VANILLA,60,59
2/5/2025,100ML STRAWBERRY,94,13
2/5/2025,250ML STRAWBERRY,67,30
2/5/2025,500ML STRAWBERRY,51,59
2/5/2025,5L STRAWBERRY,8,450
2/6/2025,100ML VANILLA,135,13
2/6/2025,250ML VANILLA,97,30
2/6/2025,500ML VANILLA,61,59
2/6/2025,100ML STRAWBERRY,97,13
2/6/2025,250ML STRAWBERRY,70,30
2/6/2025,500ML STRAWBERRY,55,59
2/6/2025,5L STRAWBERRY,9,450
2/7/2025,100ML VANILLA,123,13
2/7/2025,250ML VANILLA,79,30
2/7/2025,500ML VANILLA,61,59
2/7/2025,100ML STRAWBERRY,106,13
2/7/2025,150ML STRAWBERRY,76,20.7
2/7/2025,500ML STRAWBERRY,57,59
2/7/2025,5L STRAWBERRY,7,450
2/8/2025,100ML VANILLA,142,13
2/8/2025,250ML VANILLA,77,30
2/8/2025,500ML VANILLA,53,59
2/8/2025,100ML STRAWBERRY,97,13
2/8/2025,250ML STRAWBERRY,76,30
2/8/2025,500ML STRAWBERRY,56,59
2/8/2025,5L STRAWBERRY,9,450
2/9/2025,100ML VANILLA,131,13
2/9/2025,250ML VANILLA,81,30
2/9/2025,500ML VANILLA,68,59
2/9/2025,100ML STRAWBERRY,91,13
2/9/2025,250ML STRAWBERRY,73,30
2/9/2025,500ML STRAWBERRY,46,59
2/9/2025,5L STRAWBERRY,7,450
2/10/2025,100ML VANILLA,146,13
2/10/2025,250ML VANILLA,130,30
2/10/2025,500ML VANILLA,83,59
2/10/2025,100ML STRAWBERRY,141,13
2/10/2025,250ML STRAWBERRY,84,30
2/10/2025,500ML STRAWBERRY,65,59
2/10/2025,5L STRAWBERRY,13,450
2/11/2025,100ML VANILLA,191,13
2/11/2025,250ML VANILLA,122,30
2/11/2025,500ML VANILLA,96,59
2/11/2025,100ML STRAWBERRY,132,13
2/11/2025,250ML STRAWBERRY,85,30
2/11/2025,500ML STRAWBERRY,64,59
2/11/2025,5L STRAWBERRY,12,450
2/12/2025,100ML VANILLA,138,13
2/12/2025,250ML VANILLA,91,30
2/12/2025,500ML VANILLA,72,59
2/12/2025,100ML STRAWBERRY,112,13
2/12/2025,250ML STRAWBERRY,83,30
2/12/2025,500ML STRAWBERRY,52,59
2/12/2025,5L STRAWBERRY,7,450
2/13/2025,100ML VANILLA,110,13
2/13/2025,250ML VANILLA,102,30
2/13/2025,500ML VANILLA,58,59
2/13/2025,100ML STRAWBERRY,119,13
2/13/2025,250ML STRAWBERRY,62,30
2/13/2025,500ML STRAWBERRY,47,59
2/13/2025,5L STRAWBERRY,9,450
2/14/2025,100ML VANILLA,107,13
2/14/2025,250ML VANILLA,89,30
2/14/2025,500ML VANILLA,70,59
2/14/2025,100ML STRAWBERRY,118,13
2/14/2025,250ML STRAWBERRY,82,30
2/14/2025,500ML STRAWBERRY,48,59
2/14/2025,5L STRAWBERRY,9,450
2/15/2025,100ML VANILLA,114,13
2/15/2025,250ML VANILLA,91,30
2/15/2025,500ML VANILLA,54,59
2/15/2025,100ML STRAWBERRY,110,13
2/15/2025,250ML STRAWBERRY,75,30
2/15/2025,500ML STRAWBERRY,51,59
2/15/2025,5L STRAWBERRY,8,450
2/16/2025,100ML VANILLA,121,13
2/16/2025,250ML VANILLA,97,30
2/16/2025,500ML VANILLA,60,59
2/16/2025,100ML STRAWBERRY,117,13
2/16/2025,250ML STRAWBERRY,68,30
2/16/2025,500ML STRAWBERRY,45,59
2/16/2025,5L STRAWBERRY,8,450
2/17/2025,100ML VANILLA,170,13
2/17/2025,250ML VANILLA,125,30
2/17/2025,500ML VANILLA,96,59
2/17/2025,100ML STRAWBERRY,140,13
2/17/2025,250ML STRAWBERRY,84,30
2/17/2025,500ML STRAWBERRY,72,59
2/17/2025,5L STRAWBERRY,12,450
2/18/2025,100ML VANILLA,171,13
2/18/2025,250ML VANILLA,120,30
2/18/2025,500ML VANILLA,82,59
2/18/2025,100ML STRAWBERRY,129,13
2/18/2025,250ML STRAWBERRY,94,30
2/18/2025,500ML STRAWBERRY,65,59
2/18/2025,5L STRAWBERRY,10,450
2/19/2025,100ML VANILLA,113,13
2/19/2025,250ML VANILLA,82,30
2/19/2025,500ML VANILLA,62,59
2/19/2025,100ML STRAWBERRY,91,13
2/19/2025,250ML STRAWBERRY,65,30
2/19/2025,500ML STRAWBERRY,48,59
2/19/2025,5L STRAWBERRY,9,450
2/20/2025,100ML VANILLA,126,13
2/20/2025,150ML VANILLA,96,20.7
2/20/2025,500ML VANILLA,64,59
2/20/2025,100ML STRAWBERRY,102,13
2/20/2025,250ML STRAWBERRY,63,30
2/20/2025,500ML STRAWBERRY,52,59
2/20/2025,5L STRAWBERRY,8,450
2/21/2025,100ML VANILLA,128,13
2/21/2025,250ML VANILLA,105,30
2/21/2025,500ML VANILLA,56,59
2/21/2025,100ML STRAWBERRY,119,13
2/21/2025,250ML STRAWBERRY,71,30
2/21/2025,500ML STRAWBERRY,57,59
2/21/2025,5L STRAWBERRY,10,450
2/22/2025,100ML VANILLA,140,13
2/22/2025,250ML VANILLA,98,30
2/22/2025,500ML VANILLA,64,59
2/22/2025,100ML STRAWBERRY,113,13
2/22/2025,250ML STRAWBERRY,69,30
2/22/2025,500ML STRAWBERRY,53,59
2/22/2025,5L STRAWBERRY,9,450
2/23/2025,100ML VANILLA,114,13
2/23/2025,250ML VANILLA,86,30
2/23/2025,500ML VANILLA,62,59
2/23/2025,100ML STRAWBERRY,114,13
2/23/2025,250ML STRAWBERRY,75,30
2/23/2025,500ML STRAWBERRY,53,59
2/23/2025,5L STRAWBERRY,10,450
2/24/2025,100ML VANILLA,156,13
2/24/2025,250ML VANILLA,135,30
2/24/2025,500ML VANILLA,101,59
2/24/2025,100ML STRAWBERRY,129,13
2/24/2025,250ML STRAWBERRY,89,30
2/24/2025,500ML STRAWBERRY,83,59
2/24/2025,5L STRAWBERRY,10,450
2/25/2025,100ML VANILLA,188,13
2/25/2025,250ML VANILLA,116,30
2/25/2025,500ML VANILLA,91,59
2/25/2025,100ML STRAWBERRY,140,13
2/25/2025,250ML STRAWBERRY,98,30
2/25/2025,500ML STRAWBERRY,65,59
2/25/2025,5L STRAWBERRY,10,450
2/26/2025,100ML VANILLA,146,13
2/26/2025,250ML VANILLA,90,30
2/26/2025,500ML VANILLA,67,59
2/26/2025,100ML STRAWBERRY,105,13
2/26/2025,250ML STRAWBERRY,81,30
2/26/2025,500ML STRAWBERRY,57,59
2/26/2025,5L STRAWBERRY,9,450
2/27/2025,100ML VANILLA,134,13
2/27/2025,250ML VANILLA,89,30
2/27/2025,500ML VANILLA,66,59
2/27/2025,100ML STRAWBERRY,109,13
2/27/2025,250ML STRAWBERRY,72,30
2/27/2025,500ML STRAWBERRY,47,59
2/27/2025,5L STRAWBERRY,10,450
2/28/2025,100ML VANILLA,127,13
2/28/2025,250ML VANILLA,103,30
2/28/2025,500ML VANILLA,63,59
2/28/2025,100ML STRAWBERRY,108,13
2/28/2025,250ML STRAWBERRY,69,30
2/28/2025,500ML STRAWBERRY,53,59
2/28/2025,5L STRAWBERRY,9,450
3/1/2025,100ML VANILLA,119,13
3/1/2025,250ML VANILLA,91,30
3/1/2025,500ML VANILLA,62,59
3/1/2025,100ML STRAWBERRY,101,13
3/1/2025,250ML STRAWBERRY,86,30
3/1/2025,500ML STRAWBERRY,58,59
3/1/2025,5L STRAWBERRY,9,450
3/2/2025,100ML VANILLA,127,13
3/2/2025,150ML VANILLA,85,20.7
3/2/2025,250ML VANILLA,85,30
3/2/2025,500ML VANILLA,69,59
3/2/2025,100ML STRAWBERRY,104,13
3/2/2025,150ML STRAWBERRY,68,20.7
3/2/2025,250ML STRAWBERRY,68,30
3/2/2025,500ML STRAWBERRY,48,59
3/2/2025,5L STRAWBERRY,8,450
3/3/2025,100ML VANILLA,167,13
3/3/2025,250ML VANILLA,134,30
3/3/2025,500ML VANILLA,81,59
3/3/2025,100ML STRAWBERRY,142,13
3/3/2025,250ML STRAWBERRY,110,30
3/3/2025,500ML STRAWBERRY,73,59
3/3/2025,5L STRAWBERRY,11,450
3/4/2025,100ML VANILLA,197,13
3/4/2025,250ML VANILLA,134,30
3/4/2025,500ML VANILLA,88,59
3/4/2025,100ML STRAWBERRY,162,13
3/4/2025,250ML STRAWBERRY,112,30
3/4/2025,500ML STRAWBERRY,80,59
3/4/2025,5L STRAWBERRY,13,450
3/5/2025,100ML VANILLA,138,13
3/5/2025,250ML VANILLA,92,30
3/5/2025,500ML VANILLA,64,59
3/5/2025,100ML STRAWBERRY,110,13
3/5/2025,250ML STRAWBERRY,73,30
3/5/2025,500ML STRAWBERRY,56,59
3/5/2025,5L STRAWBERRY,10,450
3/6/2025,100ML VANILLA,124,13
3/6/2025,250ML VANILLA,84,30
3/6/2025,500ML VANILLA,73,59
3/6/2025,100ML STRAWBERRY,99,13
3/6/2025,250ML STRAWBERRY,72,30
3/6/2025,500ML STRAWBERRY,51,59
3/6/2025,5L STRAWBERRY,9,450
3/7/2025,100ML VANILLA,114,13
3/7/2025,250ML VANILLA,94,30
3/7/2025,500ML VANILLA,62,59
3/7/2025,100ML STRAWBERRY,97,13
3/7/2025,250ML STRAWBERRY,78,30
3/7/2025,500ML STRAWBERRY,63,59
3/7/2025,5L STRAWBERRY,8,450
3/8/2025,100ML VANILLA,139,13
3/8/2025,250ML VANILLA,83,30
3/8/2025,500ML VANILLA,75,59
3/8/2025,100ML STRAWBERRY,118,13
3/8/2025,250ML STRAWBERRY,75,30
3/8/2025,500ML STRAWBERRY,58,59
3/8/2025,5L STRAWBERRY,8,450
3/9/2025,100ML VANILLA,133,13
3/9/2025,250ML VANILLA,88,30
3/9/2025,500ML VANILLA,60,59
3/9/2025,100ML STRAWBERRY,105,13
3/9/2025,250ML STRAWBERRY,71,30
3/9/2025,500ML STRAWBERRY,62,59
3/9/2025,5L STRAWBERRY,8,450
3/10/2025,100ML VANILLA,168,13
3/10/2025,250ML VANILLA,117,30
3/10/2025,500ML VANILLA,94,59
3/10/2025,100ML STRAWBERRY,131,13
3/10/2025,250ML STRAWBERRY,114,30
3/10/2025,500ML STRAWBERRY,69,59
3/10/2025,5L STRAWBERRY,13,450
3/11/2025,100ML VANILLA,175,13
3/11/2025,250ML VANILLA,128,30
3/11/2025,500ML VANILLA,93,59
3/11/2025,100ML STRAWBERRY,152,13
3/11/2025,250ML STRAWBERRY,102,30
3/11/2025,500ML STRAWBERRY,80,59
3/11/2025,5L STRAWBERRY,13,450
3/12/2025,100ML VANILLA,129,13
3/12/2025,250ML VANILLA,95,30
3/12/2025,500ML VANILLA,70,59
3/12/2025,100ML STRAWBERRY,117,13
3/12/2025,250ML STRAWBERRY,75,30
3/12/2025,500ML STRAWBERRY,47,59
3/12/2025,5L STRAWBERRY,8,450
3/13/2025,100ML VANILLA,144,13
3/13/2025,250ML VANILLA,100,30
3/13/2025,500ML VANILLA,66,59
3/13/2025,100ML STRAWBERRY,108,13
3/13/2025,250ML STRAWBERRY,81,30
3/13/2025,500ML STRAWBERRY,50,59
3/13/2025,5L STRAWBERRY,8,450
3/14/2025,100ML VANILLA,146,13
3/14/2025,250ML VANILLA,83,30
3/14/2025,500ML VANILLA,66,59
3/14/2025,100ML STRAWBERRY,111,13
3/14/2025,250ML STRAWBERRY,79,30
3/14/2025,500ML STRAWBERRY,60,59
3/14/2025,5L STRAWBERRY,8,450
3/15/2025,100ML VANILLA,128,13
3/15/2025,250ML VANILLA,97,30
3/15/2025,500ML VANILLA,59,59
3/15/2025,100ML STRAWBERRY,108,13
3/15/2025,250ML STRAWBERRY,67,30
3/15/2025,500ML STRAWBERRY,55,59
3/15/2025,5L STRAWBERRY,8,450
3/16/2025,100ML VANILLA,127,13
3/16/2025,250ML VANILLA,102,30
3/16/2025,500ML VANILLA,71,59
3/16/2025,100ML STRAWBERRY,112,13
3/16/2025,250ML STRAWBERRY,81,30
3/16/2025,500ML STRAWBERRY,50,59
3/16/2025,5L STRAWBERRY,9,450
3/17/2025,100ML VANILLA,185,13
3/17/2025,250ML VANILLA,132,30
3/17/2025,500ML VANILLA,102,59
3/17/2025,100ML STRAWBERRY,140,13
3/17/2025,250ML STRAWBERRY,112,30
3/17/2025,500ML STRAWBERRY,82,59
3/17/2025,5L STRAWBERRY,11,450
3/18/2025,100ML VANILLA,178,13
3/18/2025,250ML VANILLA,110,30
3/18/2025,500ML VANILLA,84,59
3/18/2025,100ML STRAWBERRY,145,13
3/18/2025,250ML STRAWBERRY,95,30
3/18/2025,500ML STRAWBERRY,66,59
3/18/2025,5L STRAWBERRY,13,450
3/19/2025,100ML VANILLA,140,13
3/19/2025,250ML VANILLA,84,30
3/19/2025,500ML VANILLA,71,59
3/19/2025,100ML STRAWBERRY,124,13
3/19/2025,250ML STRAWBERRY,73,30
3/19/2025,500ML STRAWBERRY,55,59
3/19/2025,5L STRAWBERRY,8,450
3/20/2025,100ML VANILLA,125,13
3/20/2025,250ML VANILLA,90,30
3/20/2025,500ML VANILLA,73,59
3/20/2025,100ML STRAWBERRY,116,13
3/20/2025,250ML STRAWBERRY,66,30
3/20/2025,500ML STRAWBERRY,53,59
3/20/2025,5L STRAWBERRY,8,450
3/21/2025,100ML VANILLA,120,13
3/21/2025,250ML VANILLA,84,30
3/21/2025,500ML VANILLA,71,59
3/21/2025,100ML STRAWBERRY,110,13
3/21/2025,250ML STRAWBERRY,77,30
3/21/2025,500ML STRAWBERRY,52,59
3/21/2025,5L STRAWBERRY,8,450
3/22/2025,100ML VANILLA,132,13
3/22/2025,250ML VANILLA,89,30
3/22/2025,500ML VANILLA,66,59
3/22/2025,100ML STRAWBERRY,97,13
3/22/2025,250ML STRAWBERRY,79,30
3/22/2025,500ML STRAWBERRY,57,59
3/22/2025,5L STRAWBERRY,9,450
3/23/2025,100ML VANILLA,156,13
3/23/2025,250ML VANILLA,132,30
3/23/2025,500ML VANILLA,95,59
3/23/2025,100ML STRAWBERRY,152,13
3/23/2025,250ML STRAWBERRY,97,30
3/23/2025,500ML STRAWBERRY,72,59
3/23/2025,5L STRAWBERRY,10,450
3/24/2025,100ML VANILLA,233,13
3/24/2025,250ML VANILLA,160,30
3/24/2025,500ML VANILLA,100,59
3/24/2025,100ML STRAWBERRY,178,13
3/24/2025,250ML STRAWBERRY,144,30
3/24/2025,500ML STRAWBERRY,84,59
3/24/2025,5L STRAWBERRY,17,450
3/25/2025,100ML VANILLA,255,13
3/25/2025,250ML VANILLA,142,30
3/25/2025,500ML VANILLA,104,59
3/25/2025,100ML STRAWBERRY,166,13
3/25/2025,250ML STRAWBERRY,136,30
3/25/2025,500ML STRAWBERRY,98,59
3/25/2025,5L STRAWBERRY,15,450
3/26/2025,100ML VANILLA,155,13
3/26/2025,250ML VANILLA,106,30
3/26/2025,500ML VANILLA,88,59
3/26/2025,100ML STRAWBERRY,130,13
3/26/2025,250ML STRAWBERRY,110,30
3/26/2025,500ML STRAWBERRY,63,59
3/26/2025,5L STRAWBERRY,10,450
3/27/2025,100ML VANILLA,159,13
3/27/2025,250ML VANILLA,126,30
3/27/2025,500ML VANILLA,73,59
3/27/2025,100ML STRAWBERRY,149,13
3/27/2025,250ML STRAWBERRY,94,30
3/27/2025,500ML STRAWBERRY,64,59
3/27/2025,5L STRAWBERRY,13,450
3/28/2025,100ML VANILLA,159,13
3/28/2025,250ML VANILLA,118,30
3/28/2025,500ML VANILLA,74,59
3/28/2025,100ML STRAWBERRY,146,13
3/28/2025,250ML STRAWBERRY,96,30
3/28/2025,500ML STRAWBERRY,69,59
3/28/2025,5L STRAWBERRY,12,450
3/29/2025,100ML VANILLA,198,13
3/29/2025,250ML VANILLA,134,30
3/29/2025,500ML VANILLA,94,59
3/29/2025,100ML STRAWBERRY,153,13
3/29/2025,250ML STRAWBERRY,102,30
3/29/2025,500ML STRAWBERRY,63,59
3/29/2025,5L STRAWBERRY,12,450
3/30/2025,100ML VANILLA,162,13
3/30/2025,250ML VANILLA,127,30
3/30/2025,500ML VANILLA,79,59
3/30/2025,100ML STRAWBERRY,125,13
3/30/2025,250ML STRAWBERRY,113,30
3/30/2025,500ML STRAWBERRY,72,59
3/30/2025,5L STRAWBERRY,10,450
3/31/2025,100ML VANILLA,250,13
3/31/2025,250ML VANILLA,156,30
3/31/2025,500ML VANILLA,116,59
3/31/2025,100ML STRAWBERRY,216,13
3/31/2025,250ML STRAWBERRY,119,30
3/31/2025,500ML STRAWBERRY,109,59
3/31/2025,5L STRAWBERRY,15,450
4/1/2025,100ML VANILLA,208,13
4/1/2025,250ML VANILLA,183,30
4/1/2025,500ML VANILLA,124,59
4/1/2025,100ML STRAWBERRY,191,13
4/1/2025,250ML STRAWBERRY,130,30
4/1/2025,500ML STRAWBERRY,106,59
4/1/2025,5L STRAWBERRY,14,450
4/2/2025,100ML VANILLA,151,13
4/2/2025,250ML VANILLA,133,30
4/2/2025,500ML VANILLA,81,59
4/2/2025,100ML STRAWBERRY,132,13
4/2/2025,250ML STRAWBERRY,107,30
4/2/2025,500ML STRAWBERRY,77,59
4/2/2025,5L STRAWBERRY,12,450
4/3/2025,100ML VANILLA,185,13
4/3/2025,250ML VANILLA,136,30
4/3/2025,500ML VANILLA,77,59
4/3/2025,100ML STRAWBERRY,124,13
4/3/2025,250ML STRAWBERRY,87,30
4/3/2025,500ML STRAWBERRY,70,59
4/3/2025,5L STRAWBERRY,13,450
4/4/2025,100ML VANILLA,147,13
4/4/2025,250ML VANILLA,138,30
4/4/2025,500ML VANILLA,86,59
4/4/2025,100ML STRAWBERRY,142,13
4/4/2025,250ML STRAWBERRY,95,30
4/4/2025,500ML STRAWBERRY,77,59
4/4/2025,5L STRAWBERRY,11,450
4/5/2025,100ML VANILLA,186,13
4/5/2025,250ML VANILLA,121,30
4/5/2025,500ML VANILLA,95,59
4/5/2025,100ML STRAWBERRY,140,13
4/5/2025,250ML STRAWBERRY,84,30
4/5/2025,500ML STRAWBERRY,73,59
4/5/2025,5L STRAWBERRY,12,450
4/6/2025,100ML VANILLA,175,13
4/6/2025,250ML VANILLA,107,30
4/6/2025,500ML VANILLA,84,59
4/6/2025,100ML STRAWBERRY,159,13
4/6/2025,250ML STRAWBERRY,99,30
4/6/2025,500ML STRAWBERRY,63,59
4/6/2025,5L STRAWBERRY,10,450
4/7/2025,100ML VANILLA,230,13
4/7/2025,150ML VANILLA,146,20.7
4/7/2025,250ML VANILLA,146,30
4/7/2025,500ML VANILLA,132,59
4/7/2025,100ML STRAWBERRY,176,13
4/7/2025,150ML STRAWBERRY,133,20.7
4/7/2025,250ML STRAWBERRY,133,30
4/7/2025,500ML STRAWBERRY,100,59
4/7/2025,5L STRAWBERRY,14,450
4/8/2025,100ML VANILLA,217,13
4/8/2025,250ML VANILLA,184,30
4/8/2025,500ML VANILLA,122,59
4/8/2025,100ML STRAWBERRY,175,13
4/8/2025,250ML STRAWBERRY,132,30
4/8/2025,500ML STRAWBERRY,93,59
4/8/2025,5L STRAWBERRY,15,450
4/9/2025,100ML VANILLA,168,13
4/9/2025,250ML VANILLA,129,30
4/9/2025,500ML VANILLA,89,59
4/9/2025,100ML STRAWBERRY,127,13
4/9/2025,250ML STRAWBERRY,92,30
4/9/2025,500ML STRAWBERRY,71,59
4/9/2025,5L STRAWBERRY,13,450
4/10/2025,100ML VANILLA,176,13
4/10/2025,250ML VANILLA,109,30
4/10/2025,500ML VANILLA,89,59
4/10/2025,100ML STRAWBERRY,140,13
4/10/2025,250ML STRAWBERRY,99,30
4/10/2025,500ML STRAWBERRY,80,59
4/10/2025,5L STRAWBERRY,12,450
4/11/2025,100ML VANILLA,165,13
4/11/2025,250ML VANILLA,126,30
4/11/2025,500ML VANILLA,88,59
4/11/2025,100ML STRAWBERRY,145,13
4/11/2025,250ML STRAWBERRY,86,30
4/11/2025,500ML STRAWBERRY,73,59
4/11/2025,5L STRAWBERRY,13,450
4/12/2025,100ML VANILLA,190,13
4/12/2025,250ML VANILLA,134,30
4/12/2025,500ML VANILLA,84,59
4/12/2025,100ML STRAWBERRY,153,13
4/12/2025,250ML STRAWBERRY,107,30
4/12/2025,500ML STRAWBERRY,77,59
4/12/2025,5L STRAWBERRY,11,450
4/13/2025,100ML VANILLA,191,13
4/13/2025,250ML VANILLA,116,30
4/13/2025,500ML VANILLA,81,59
4/13/2025,100ML STRAWBERRY,143,13
4/13/2025,250ML STRAWBERRY,93,30
4/13/2025,500ML STRAWBERRY,76,59
4/13/2025,5L STRAWBERRY,12,450
4/14/2025,100ML VANILLA,249,13
4/14/2025,150ML VANILLA,147,20.7
4/14/2025,250ML VANILLA,147,30
4/14/2025,500ML VANILLA,118,59
4/14/2025,100ML STRAWBERRY,194,13
4/14/2025,150ML STRAWBERRY,149,20.7
4/14/2025,250ML STRAWBERRY,149,30
4/14/2025,500ML STRAWBERRY,92,59
4/14/2025,5L STRAWBERRY,15,450
4/15/2025,100ML VANILLA,269,13
4/15/2025,250ML VANILLA,149,30
4/15/2025,500ML VANILLA,118,59
4/15/2025,100ML STRAWBERRY,192,13
4/15/2025,250ML STRAWBERRY,141,30
4/15/2025,500ML STRAWBERRY,108,59
4/15/2025,5L STRAWBERRY,14,450
4/16/2025,100ML VANILLA,152,13
4/16/2025,250ML VANILLA,129,30
4/16/2025,500ML VANILLA,85,59
4/16/2025,100ML STRAWBERRY,148,13
4/16/2025,250ML STRAWBERRY,86,30
4/16/2025,500ML STRAWBERRY,67,59
4/16/2025,5L STRAWBERRY,11,450
4/17/2025,100ML VANILLA,159,13
4/17/2025,250ML VANILLA,130,30
4/17/2025,500ML VANILLA,93,59
4/17/2025,100ML STRAWBERRY,123,13
4/17/2025,250ML STRAWBERRY,97,30
4/17/2025,500ML STRAWBERRY,74,59
4/17/2025,5L STRAWBERRY,13,450
4/18/2025,100ML VANILLA,174,13
4/18/2025,250ML VANILLA,138,30
4/18/2025,500ML VANILLA,82,59
4/18/2025,100ML STRAWBERRY,141,13
4/18/2025,250ML STRAWBERRY,111,30
4/18/2025,500ML STRAWBERRY,77,59
4/18/2025,5L STRAWBERRY,12,450
4/19/2025,100ML VANILLA,181,13
4/19/2025,150ML VANILLA,137,20.7
4/19/2025,250ML VANILLA,137,30
4/19/2025,500ML VANILLA,98,59
4/19/2025,100ML STRAWBERRY,120,13
4/19/2025,150ML STRAWBERRY,104,20.7
4/19/2025,250ML STRAWBERRY,104,30
4/19/2025,500ML STRAWBERRY,74,59
4/19/2025,5L STRAWBERRY,12,450
4/20/2025,100ML VANILLA,186,13
4/20/2025,250ML VANILLA,113,30
4/20/2025,500ML VANILLA,85,59
4/20/2025,100ML STRAWBERRY,135,13
4/20/2025,250ML STRAWBERRY,114,30
4/20/2025,500ML STRAWBERRY,67,59
4/20/2025,5L STRAWBERRY,12,450
4/21/2025,100ML VANILLA,264,13
4/21/2025,250ML VANILLA,145,30
4/21/2025,500ML VANILLA,116,59
4/21/2025,100ML STRAWBERRY,219,13
4/21/2025,250ML STRAWBERRY,137,30
